Year,Prefix,CH,10,#,High,Artist
1940,1940_001,30,-,12,1,Glenn Miller & His Orchestra
1940,1940_002,30,-,13,1,Artie Shaw & His Orchestra
1940,1940_003,20,-,12,1,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)
1940,1940_004,20,-,9,1,Bing Crosby
1940,1940_005,19,-,9,1,Glenn Miller & His Orchestra
1940,1940_006,16,-,7,1,Glenn Miller & His Orchestra
1940,1940_007,14,-,4,1,Bing Crosby
1940,1940_008,13,-,3,1,Mitchell Ayres & His Fashions in Music
1940,1940_009,10,-,3,1,Charlie Barnet & His Orchestra
1940,1940_010,14,-,2,1,Jimmy Dorsey & His Orchestra
1940,1940_011,13,-,5,1,Glenn Miller & His Orchestra
1940,1940_012,17,-,6,2,Ink Spots
1940,1940_013,16,-,5,1,Glenn Miller & His Orchestra
1940,1940_014,20,-,1,1,Glenn Miller & His Orchestra
1940,1940_015,13,-,-,3,Bing Crosby
1940,1940_016,16,-,1,1,Tommy Dorsey & His Orchestra
1940,1940_017,14,-,2,2,Kay Kyser & His Orchestra
1940,1940_018,17,-,4,1,Bing Crosby
1940,1940_019,11,-,3,1,Glenn Miller & His Orchestra
1940,1940_020,6,-,2,2,Glenn Miller & His Orchestra
1940,1940_021,22,-,1,2,Will Bradley & His Orchestra
1940,1940_022,13,-,1,1,Glenn Miller & His Orchestra
1940,1940_023,13,-,2,1,Tommy Dorsey & His Orchestra
1940,1940_024,11,-,-,3,Connee Boswell
1940,1940_025,12,-,-,3,Judy Garland
1940,1940_026,15,-,3,1,Ink Spots
1940,1940_027,13,-,-,3,Orrin Tucker & His Orchestra
1940,1940_028,13,-,-,3,Charlie Barnet & His Orchestra
1940,1940_029,10,-,-,3,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_030,9,-,-,4,Kay Kyser & His Orchestra
1940,1940_031,12,-,-,4,Bing Crosby & Andrews Sisters
1940,1940_032,10,-,-,4,Andrews Sisters
1940,1940_033,14,-,-,4,Ink Spots
1940,1940_034,7,-,-,4,Dick Todd
1940,1940_035,9,-,-,4,Kay Kyser & His Orchestra
1940,1940_036,14,-,-,4,Jimmy Dorsey & His Orchestra
1940,1940_037,7,-,-,5,Guy Lombardo & His Royal Canadians
1940,1940_038,10,-,-,5,Orrin Tucker & His Orchestra
1940,1940_039,11,-,-,5,Glenn Miller & His Orchestra
1940,1940_040,7,-,-,5,Orrin Tucker & His Orchestra
1940,1940_041,12,-,3,1,Vaughn Monroe & His Orchestra
1940,1940_042,11,-,-,5,Glenn Miller & His Orchestra
1940,1940_043,5,-,-,5,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_044,12,-,-,5,Glenn Miller & His Orchestra
1940,1940_045,11,-,-,5,Kate Smith
1940,1940_046,13,-,-,3,Bob Chester & His Orchestra
1940,1940_047,11,-,-,6,Fats Waller
1940,1940_048,9,-,-,6,Kay Kyser & His Orchestra
1940,1940_049,12,-,-,6,Dick Jurgens & His Orchestra
1940,1940_050,13,-,-,7,Frankie Masters & His Orchestra
1940,1940_051,11,-,2,2,Glenn Miller & His Orchestra
1940,1940_052,14,-,3,2,Bob Crosby & His Orchestra
1940,1940_053,12,-,-,7,Glenn Miller & His Orchestra
1940,1940_054,11,-,-,7,Bob Crosby & His Orchestra
1940,1940_055,8,-,-,4,Sammy Kaye & His Orchestra
1940,1940_056,9,-,-,7,Tommy Dorsey & His Orchestra (Vocal Allan Storr)
1940,1940_057,11,-,-,8,Glenn Miller & His Orchestra
1940,1940_058,12,-,-,6,Andrews Sisters
1940,1940_059,9,-,-,7,Leo Reisman & His Orchestra
1940,1940_060,11,-,1,1,Benny Goodman & His Orchestra (Vocal Mildred Bailey)
1940,1940_061,9,-,-,5,Benny Goodman & His Orchestra (Vocal Helen Forrest)
1940,1940_062,19,-,-,3,Dick Jurgens & His Orchestra
1940,1940_063,12,-,-,8,Dick Jurgens & His Orchestra
1940,1940_064,14,-,3,1,Andrews Sisters
1940,1940_065,7,-,-,8,Glenn Miller & His Orchestra
1940,1940_066,8,-,-,8,Glenn Miller & His Orchestra
1940,1940_067,6,-,-,8,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_068,2,-,-,8,Jan Savitt & His Orchestra
1940,1940_069,11,-,-,9,Tommy Tucker & His Orchestra
1940,1940_070,12,-,-,9,Guy Lombardo & His Royal Canadians
1940,1940_071,10,-,-,9,Glenn Miller & His Orchestra
1940,1940_072,5,-,-,8,Bob Crosby & His Orchestra
1940,1940_073,10,-,-,9,Glen Gray & Casa Loma Orchestra
1940,1940_074,6,-,-,9,Dick Jurgens & His Orchestra
1940,1940_075,9,-,-,9,Glenn Miller & His Orchestra
1940,1940_076,11,-,-,10,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_077,4,-,-,14,Blue Barron & His Orchestra
1940,1940_078,7,-,-,10,Bing Crosby
1940,1940_079,13,-,2,2,Tony Martin
1940,1940_080,7,-,-,10,Glenn Miller & His Orchestra
1940,1940_081,6,-,-,10,Will Bradley & His Orchestra
1940,1940_082,7,-,-,10,Erskine Hawkins & His Orchestra
1940,1940_083,10,-,-,10,Ink Spots
1940,1940_084,10,-,-,4,Glenn Miller & His Orchestra
1940,1940_085,8,-,-,10,Glenn Miller & His Orchestra
1940,1940_086,10,-,-,10,Glenn Miller & His Orchestra (Vocal Ray Eberle)
1940,1940_087,12,-,2,2,Glenn Miller & His Orchestra
1940,1940_088,2,-,-,10,Orrin Tucker & His Orchestra
1940,1940_089,4,-,-,11,Kay Kyser & His Orchestra
1940,1940_090,3,-,-,15,Eddy Duchin & His Orchestra
1940,1940_091,1,-,-,11,Charlie Barnet & His Orchestra v Mary Ann McCall
1940,1940_092,1,-,-,11,Sammy Kaye & His Orchestra
1940,1940_093,6,-,-,12,Dick Jurgens & His Orchestra
1940,1940_094,4,-,-,11,Earl Hines & His Orchestra
1940,1940_095,7,-,-,9,Bing Crosby
1940,1940_096,3,-,-,12,Raymond Scott & His Orchestra
1940,1940_097,2,-,-,12,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_098,9,-,-,12,Frankie Masters & His Orchestra
1940,1940_099,5,-,-,11,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)
1940,1940_100,3,-,-,12,Al Kavelin & His Orchestra
1940,1940_101,2,-,-,11,Kay Kyser & His Orchestra
1940,1940_102,2,-,-,11,Bea Wain
1940,1940_103,n/a,-,-,,Charlie Barnet & His Orch
1940,1940_104,2,-,-,15,Glenn Miller & His Orchestra
1940,1940_105,3,-,-,14,Charlie Barnet & His Orchestra
1940,1940_106,3,-,-,12,Tommy Dorsey & His Orchestra (Vocal Connie Haines)
1940,1940_107,2,-,-,15,Erskine Hawkins & His Orchestra
1940,1940_108,7,-,-,7,Glenn Miller & His Orchestra
1940,1940_109,1,-,-,17,Eddy Duchin & His Orchestra
1940,1940_110,2,-,-,13,Erskine Hawkins & His Orchestra
1940,1940_111,2,-,-,15,Gene Krupa & His Orchestra
1940,1940_112,1,-,-,14,Tony Martin
1940,1940_113,1,-,-,14,Ozzie Nelson & His Orchestra
1940,1940_114,5,-,-,14,Russ Morgan & His Orchestra
1940,1940_115,2,-,-,12,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_116,n/a,-,-,,Dinah Shore
1940,1940_117,2,-,-,18,Charlie Barnet & His Orchestra
1940,1940_118,1,-,-,17,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_119,2,-,-,12,Ink Spots
1940,1940_120,1,-,-,16,Glenn Miller & His Orchestra
1940,1940_121,2,-,-,17,Glenn Miller & His Orchestra
1940,1940_122,1,-,-,16,Terry Shand & His Orchestra
1940,1940_123,4,-,-,14,Dick Todd
1940,1940_124,6,-,-,18,Shep Fields & His Rippling Rhythm Orchestra
1940,1940_125,2,-,-,17,Dick Jurgens & His Orchestra
1940,1940_126,3,-,-,14,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_127,2,-,-,16,Ink Spots
1940,1940_128,1,-,-,20,Kenny Baker
1940,1940_129,1,-,-,19,Will Bradley & His Orchestra
1940,1940_130,1,-,-,13,Xavier Cugat & His Waldorf-Astoria Orchestra
1940,1940_131,1,-,-,17,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_132,1,-,-,15,Eddy Duchin & His Orchestra
1940,1940_133,4,-,-,7,Gray Gordon & His Orchestra
1940,1940_134,4,-,-,10,Tommy Tucker & His Orchestra
1940,1940_135,2,-,-,21,Sammy Kaye & His Orchestra
1940,1940_136,14,-,3,2,Andrews Sisters
1940,1940_137,1,-,-,18,Bobby Byrne & His Orchestra
1940,1940_138,n/a,-,-,,Bing Crosby
1940,1940_139,1,-,-,22,Eddy Duchin & His Orchestra
1940,1940_140,1,-,-,19,Benny Goodman & His Orchestra
1940,1940_141,1,-,-,19,Sammy Kaye & His Orchestra
1940,1940_142,n/a,-,-,,Wayne King
1940,1940_143,1,-,-,19,Andy Kirk & His Twelve Clouds of Joy
1940,1940_144,1,-,-,22,Leo Reisman & His Orchestra
1940,1940_145,n/a,-,-,,Cats & the Fiddle
1940,1940_146,6,-,-,9,Jimmy Dorsey & His Orchestra
1940,1940_147,10,-,-,12,Will Glahe
1940,1940_148,2,-,-,20,Wayne King & His Orchestra
1940,1940_149,1,-,-,24,Jack Leonard
1940,1940_150,1,-,-,18,Artie Shaw & His Orchestra
1940,1940_151,1,-,-,25,Kate Smith
1940,1940_152,n/a,-,-,,Dick Todd
1940,1940_153,1,-,-,20,Dick Todd
1940,1940_154,12,-,-,3,Bing Crosby
1940,1940_155,9,-,-,6,Benny Goodman & His Orchestra (Vocal Helen Forrest)
1940,1940_156,7,-,-,6,Tommy Dorsey & His Orchestra
1940,1940_157,15,-,-,7,Erskine Hawkins & His Orchestra
1940,1940_158,8,-,-,7,Leo Reisman & His Orchestra
1940,1940_159,6,-,-,7,Kay Kyser & His Orchestra
1940,1940_160,6,-,-,7,Glenn Miller & His Orchestra
1940,1940_161,4,-,-,7,Mitchell Ayres & His Fashions in Music
1940,1940_162,11,-,-,8,Kate Smith
1940,1940_163,10,-,-,8,Glenn Miller & His Orchestra
1940,1940_164,8,-,-,8,Artie Shaw & His Orchestra
1940,1940_165,7,-,-,8,Ambrose & His Orchestra vocal Denny Dennis
1940,1940_166,7,-,-,8,Bing Crosby
1940,1940_167,6,-,-,8,Glenn Miller & His Orchestra
1940,1940_168,5,-,-,8,Orrin Tucker & His Orchestra
1940,1940_169,4,-,-,8,Charlie Barnet & His Orchestra
1940,1940_170,10,-,-,9,Glenn Miller & His Orchestra
1940,1940_171,9,-,-,9,Mitchell Ayres & His Fashions in Music
1940,1940_172,9,-,-,9,Glen Gray & Casa Loma Orchestra
1940,1940_173,8,-,-,9,Glenn Miller & His Orchestra
1940,1940_174,6,-,-,9,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_175,4,-,-,9,Kay Kyser & His Orchestra
1940,1940_176,6,-,-,10,Cliff Edwards
1940,1940_177,6,-,-,10,Harry James & His Orchestra
1940,1940_178,6,-,-,10,Kay Kyser & His Orchestra
1940,1940_179,4,-,-,10,Bob Crosby & His Orchestra
1940,1940_180,3,-,-,10,Dick Todd
1940,1940_181,2,-,-,10,Dick Jurgens & His Orchestra
1940,1940_182,11,-,-,11,Gray Gordon & His Orchestra
1940,1940_183,10,-,-,11,Bing Crosby
1940,1940_184,9,-,-,11,Andrews Sisters
1940,1940_185,8,-,-,11,Glen Gray & Casa Loma Orchestra
1940,1940_186,7,-,-,11,Abe Lyman & His California Orchestra
1940,1940_187,6,-,-,11,Bob Chester & His Orchestra
1940,1940_188,13,-,-,12,Bing Crosby & Connee Boswell
1940,1940_189,7,-,-,12,Bing Crosby
1940,1940_190,7,-,-,12,Kay Kyser & His Orchestra
1940,1940_191,6,-,-,12,Frankie Masters & His Orchestra
1940,1940_192,6,-,-,12,Dick Robertson & His Orchestra
1940,1940_193,5,-,-,12,Horace Heidt & His Orchestra
1940,1940_194,3,-,-,12,Mitchell Ayres & His Fashions in Music
1940,1940_195,3,-,-,12,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_196,2,-,-,12,Kay Kyser & His Orchestra
1940,1940_197,1,-,-,12,Bob Crosby & His Orchestra
1940,1940_198,1,-,-,12,Glenn Miller & His Orchestra
1940,1940_199,6,-,-,13,Coleman Hawkins & His Orchestra
1940,1940_200,6,-,-,13,Glenn Miller & His Orchestra
1940,1940_201,6,-,-,13,Rochester
1940,1940_202,5,-,-,13,Tommy Dorsey & His Orchestra (Vocal Pied Pipers)
1940,1940_203,5,-,-,13,Dick Jurgens & His Orchestra
1940,1940_204,5,-,-,13,Abe Lyman & His California Orchestra
1940,1940_205,5,-,-,13,Orrin Tucker & His Orchestra
1940,1940_206,4,-,-,13,Gene Krupa & His Orchestra
1940,1940_207,3,-,-,13,Jimmy Dorsey & His Orchestra
1940,1940_208,3,-,-,13,Guy Lombardo & His Royal Canadians
1940,1940_209,3,-,-,13,Dick Todd
1940,1940_210,2,-,-,13,Tommy Dorsey & His Orchestra
1940,1940_211,2,-,-,13,Benny Goodman & His Orchestra (Vocal Helen Forrest)
1940,1940_212,1,-,-,13,Bing Crosby
1940,1940_213,5,-,-,14,Kate Smith
1940,1940_214,4,-,-,14,Hal Kemp & His Orchestra
1940,1940_215,4,-,-,14,Glenn Miller & His Orchestra
1940,1940_216,4,-,-,14,Jan Savitt & His Orchestra
1940,1940_217,4,-,-,14,Orrin Tucker & His Orchestra
1940,1940_218,3,-,-,14,Mitchell Ayres & His Fashions in Music
1940,1940_219,3,-,-,14,Frankie Masters & His Orchestra
1940,1940_220,1,-,-,14,Charlie Barnet & His Orchestra
1940,1940_221,1,-,-,14,Abe Lyman & His California Orchestra
1940,1940_222,1,-,-,14,Glenn Miller & His Orchestra
1940,1940_223,4,-,-,15,Bing Crosby
1940,1940_224,4,-,-,15,Kay Kyser & His Orchestra
1940,1940_225,3,-,-,15,Eddy Duchin & His Orchestra
1940,1940_226,3,-,-,15,Ella Fitzgerald
1940,1940_227,3,-,-,15,Benny Goodman & His Orchestra (Vocal Mildred Bailey)
1940,1940_228,3,-,-,15,Jan Savitt & His Orchestra
1940,1940_229,3,-,-,15,Orrin Tucker & His Orchestra
1940,1940_230,2,-,-,15,Mitchell Ayres & His Fashions in Music
1940,1940_231,2,-,-,15,Glenn Miller & His Orchestra
1940,1940_232,1,-,-,15,Woody Herman & His Orchestra
1940,1940_233,1,-,-,15,Ted Weems & His Orchestra
1940,1940_234,5,-,-,16,Bing Crosby
1940,1940_235,4,-,-,16,Ozzie Nelson & His Orchestra
1940,1940_236,3,-,-,16,Jimmy Dorsey & His Orchestra
1940,1940_237,3,-,-,16,Ozzie Nelson & His Orchestra
1940,1940_238,2,-,-,16,Charlie Barnet & His Orchestra
1940,1940_239,2,-,-,16,Tommy Dorsey & His Orchestra
1940,1940_240,2,-,-,16,Glenn Miller & His Orchestra
1940,1940_241,2,-,-,16,Dick Todd
1940,1940_242,1,-,-,16,Mitchell Ayres & His Fashions in Music
1940,1940_243,1,-,-,16,Larry Clinton & His Orchestra
1940,1940_244,1,-,-,16,Cliff Edwards
1940,1940_245,1,-,-,16,Frankie Masters & His Orchestra
1940,1940_246,1,-,-,16,Glenn Miller & His Orchestra
1940,1940_247,3,-,-,17,Ella Fitzgerald
1940,1940_248,2,-,-,17,Eddy Duchin & His Orchestra
1940,1940_249,2,-,-,17,Benny Goodman & His Orchestra (Vocal Mildred Bailey)
1940,1940_250,2,-,-,17,Woody Herman & His Orchestra
1940,1940_251,2,-,-,17,Sammy Kaye & His Orchestra
1940,1940_252,2,-,-,17,Kay Kyser & His Orchestra
1940,1940_253,2,-,-,17,Glenn Miller & His Orchestra
1940,1940_254,1,-,-,17,Xavier Cugat & His Waldorf-Astoria Orchestra
1940,1940_255,1,-,-,17,Gray Gordon & His Orchestra
1940,1940_256,1,-,-,17,Ray Herbeck & His Orchestra
1940,1940_257,1,-,-,17,Ink Spots
1940,1940_258,5,-,-,18,Eddy Duchin & His Orchestra
1940,1940_259,2,-,-,18,Mitchell Ayres & His Fashions in Music
1940,1940_260,2,-,-,18,Ella Fitzgerald
1940,1940_261,2,-,-,18,Horace Heidt & His Orchestra
1940,1940_262,2,-,-,18,Glenn Miller & His Orchestra
1940,1940_263,1,-,-,18,Bob Chester & His Orchestra
1940,1940_264,1,-,-,18,Bing Crosby & Johnny Mercer
1940,1940_265,1,-,-,18,Tommy Dorsey & His Orchestra
1940,1940_266,1,-,-,18,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1940,1940_267,1,-,-,18,Carl Lorch & His Orchestra
1940,1940_268,1,-,-,18,Freddy Martin & His Orchestra
1940,1940_269,2,-,-,19,Xavier Cugat & His Waldorf-Astoria Orchestra
1940,1940_270,1,-,-,19,Shep Fields & His Rippling Rhythm Orchestra
1940,1940_271,1,-,-,19,Benny Goodman & His Orchestra (Vocal Helen Forrest)
1940,1940_272,1,-,-,19,Abe Lyman & His California Orchestra
1940,1940_273,4,-,-,20,Louise Massey & The Westerners
1940,1940_274,3,-,-,20,Harry James & His Orchestra
1940,1940_275,3,-,-,20,Orrin Tucker & His Orchestra
1940,1940_276,2,-,-,20,Gene Autry
1940,1940_277,1,-,-,20,Mitchell Ayres & His Fashions in Music
1940,1940_278,1,-,-,20,Tommy Dorsey & His Orchestra
1940,1940_279,1,-,-,20,Benny Goodman & His Orchestra (Vocal Helen Forrest)
1940,1940_280,1,-,-,20,"Benny Goodman Sextet (featuring Count Basie, Piano)"
1940,1940_281,1,-,-,20,Glenn Miller & His Orchestra
1940,1940_282,2,-,-,21,Eddy Howard & His Orchestra
1940,1940_283,2,-,-,21,Art Kassel & His Kassels-in-the-Air
1940,1940_284,1,-,-,21,Andrews Sisters
1940,1940_285,2,-,-,22,Will Glahe
1940,1940_286,1,-,-,22,Xavier Cugat & His Waldorf-Astoria Orchestra
1940,1940_287,1,-,-,22,Dick Robertson & His Orchestra
1940,1940_288,2,-,-,23,Ella Fitzgerald
1940,1940_289,1,-,-,23,Cab Calloway & His Orchestra
1940,1940_290,1,-,-,23,Charioteers
1940,1940_291,1,-,-,23,Lil Green & Big Bill Broonzy
1940,1940_292,1,-,-,23,Jesters
1940,1940_293,1,-,-,23,Gene Krupa & His Orchestra
1940,1940_294,1,-,-,23,Glenn Miller & His Orchestra
1940,1940_295,1,-,-,23,Leo Reisman & His Orchestra
1940,1940_296,1,-,-,23,Tommy Tucker & His Orchestra
1940,1940_297,2,-,-,24,Henry King & His Orchestra
1940,1940_298,1,-,-,24,Charlie Barnet & His Orchestra
1940,1940_299,1,-,-,24,Jimmy Dorsey & His Orchestra
1940,1940_300,1,-,-,24,Duke Ellington & His Famous Orchestra
1940,1940_301,1,-,-,24,Benny Goodman & His Orchestra (Vocal Helen Forrest)
1940,1940_302,1,-,-,24,Art Kassel & His Kassels-in-the-Air
1940,1940_303,1,-,-,24,Gene Krupa & His Orchestra
1940,1940_304,1,-,-,24,Kay Kyser & His Orchestra
1940,1940_305,1,-,-,24,Glenn Miller & His Orchestra
1940,1940_306,1,-,-,24,Glenn Miller & His Orchestra
1940,1940_307,1,-,-,24,Dinah Shore & Dick Todd
1940,1940_308,1,-,-,24,Joe Sullivan
1940,1940_309,1,-,-,24,Dick Todd
1940,1940_310,2,-,-,25,Art Kassel & His Kassels-in-the-Air
1940,1940_311,1,-,-,25,Fabian Andre & His Orchestra
1940,1940_312,1,-,-,25,Connee Boswell
1940,1940_313,1,-,-,25,Bing Crosby
1940,1940_314,1,-,-,25,Jimmy Dorsey & His Orchestra
1940,1940_315,1,-,-,25,Eddy Duchin & His Orchestra
1940,1940_316,1,-,-,25,Duke Ellington & His Famous Orchestra
1940,1940_317,1,-,-,25,Gray Gordon & His Orchestra
1940,1940_318,1,-,-,25,Lionel Hampton & His Orchestra
1940,1940_319,1,-,-,25,Tiny Hill & His Orchestra
1940,1940_320,1,-,-,25,Dick Jurgens & His Orchestra
1940,1940_321,1,-,-,25,Frankie Masters & His Orchestra
1940,1940_322,1,-,-,25,Tommy Reynolds & His Orchestra
1940,1940_323,1,-,-,25,Artie Shaw & His Orchestra
1940,1940_324,1,-,-,26,Louis Armstrong & Mills Brothers
1940,1940_325,1,-,-,26,Count Basie & His Orchestra
1940,1940_326,1,-,-,26,Will Bradley & His Orchestra
1940,1940_327,1,-,-,26,Henry Busse & His Orchestra
1940,1940_328,1,-,-,26,Shep Fields & His Rippling Rhythm Orchestra
1940,1940_329,1,-,-,26,Harry's Tavern Band
1940,1940_330,1,-,-,26,Horace Heidt & His Orchestra
1940,1940_331,1,-,-,26,Ink Spots
1940,1940_332,1,-,-,26,Gene Krupa & His Orchestra
1940,1940_333,1,-,-,26,Vaughn Monroe & His Orchestra
1940,1940_334,1,-,-,26,Ray Noble & His Orchestra
1940,1940_335,1,-,-,26,Frank Novak & His Orchestra
1940,1940_336,1,-,-,27,Andrews Sisters
1940,1940_337,1,-,-,27,Mitchell Ayres & His Fashions in Music
1940,1940_338,1,-,-,27,Bobby Byrne & His Orchestra
1940,1940_339,1,-,-,27,Benny Carter & His Orchestra
1940,1940_340,1,-,-,27,Bing Crosby
1940,1940_341,1,-,-,27,Bing Crosby
1940,1940_342,1,-,-,27,Eddy Duchin & His Orchestra
1940,1940_343,1,-,-,27,Duke Ellington & His Famous Orchestra
1940,1940_344,1,-,-,27,Ella Fitzgerald
1940,1940_345,1,-,-,27,Ray Herbeck & His Orchestra
1940,1940_346,1,-,-,27,Woody Herman & His Orchestra
1940,1940_347,1,-,-,27,Richard Himber & His Orchestra
1940,1940_348,1,-,-,28,Count Basie & His Orchestra
1940,1940_349,1,-,-,28,Bob Crosby & His Orchestra
1940,1940_350,1,-,-,28,Duke Ellington & His Famous Orchestra
1940,1940_351,1,-,-,28,Tiny Hill & His Orchestra
1940,1940_352,1,-,-,28,Earl Hines & His Orchestra
1940,1940_353,1,-,-,28,Guy Lombardo & His Royal Canadians
1940,1940_354,1,-,-,29,Ink Spots
1940,1940_355,1,-,-,29,Smoothies
1940,1940_356,1,-,-,29,Ted Straeter & His Orchestra
1940,1940_357,1,-,-,29,Tommy Tucker & His Orchestra
1940,1940_358,1,-,-,30,Jerry Colonna
1940,1940_359,1,-,-,30,Benny Goodman Sextet
1940,1940_360,1,-,-,30,Mills Brothers
1940,1940_361,1,-,-,30,Bob Zurke & His Delta Rhythm Band & Evelyn Poe
1941,1941_001,17,-,10,1,Jimmy Dorsey & His Orchestra (Vocal Bob Eberle & Helen O'connell)
1941,1941_002,25,-,9,1,Glenn Miller & His Orchestra
1941,1941_003,25,-,8,1,Freddy Martin & His Orchestra
1941,1941_004,18,-,8,1,Sammy Kaye & His Orchestra
1941,1941_005,24,-,4,1,Jimmy Dorsey & His Orchestra (Vocal Bob Eberle & Helen O'connell)
1941,1941_006,18,-,6,1,Jimmy Dorsey & His Orchestra
1941,1941_007,12,-,2,1,Jimmy Dorsey & His Orchestra
1941,1941_008,20,-,1,1,Glenn Miller & His Orchestra
1941,1941_009,20,-,1,1,Jimmy Dorsey & His Orchestra
1941,1941_010,10,-,1,1,Glenn Miller & His Orchestra
1941,1941_011,14,-,6,2,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Connie Haines & Pied Pipers)
1941,1941_012,16,-,5,2,Charlie Barnet & His Orchestra
1941,1941_013,13,-,3,1,Horace Heidt & His Orchestra
1941,1941_014,18,-,2,2,Jimmy Dorsey & His Orchestra
1941,1941_015,15,-,1,2,Bing Crosby
1941,1941_016,13,-,1,2,Freddy Martin & His Orchestra
1941,1941_017,12,-,2,2,Horace Heidt & His Orchestra
1941,1941_018,9,-,1,2,Gene Krupa & His Orchestra
1941,1941_019,10,-,1,2,Will Bradley & His Orchestra
1941,1941_020,11,-,3,2,Gene Krupa & His Orchestra
1941,1941_021,13,-,1,2,Bob Crosby & His Orchestra
1941,1941_022,8,-,1,2,Wayne King & His Orchestra
1941,1941_023,24,-,-,3,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1941,1941_024,16,-,-,3,Xavier Cugat & His Waldorf-Astoria Orchestra
1941,1941_025,10,-,2,1,Jimmy Dorsey & His Orchestra
1941,1941_026,13,-,-,3,Horace Heidt & His Orchestra
1941,1941_027,17,-,-,3,Glenn Miller & His Orchestra
1941,1941_028,5,-,-,3,Glenn Miller & His Orchestra
1941,1941_029,4,-,-,3,Kay Kyser & His Orchestra
1941,1941_030,23,-,-,4,Tommy Dorsey & His Orchestra
1941,1941_031,7,-,-,4,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)
1941,1941_032,13,-,-,4,Tommy Tucker & His Orchestra
1941,1941_033,10,-,-,4,Ink Spots
1941,1941_034,11,-,5,1,Glenn Miller & His Orchestra
1941,1941_035,17,-,-,5,Andrews Sisters
1941,1941_036,18,-,-,5,Wayne King & His Orchestra
1941,1941_037,9,-,-,4,Bing Crosby
1941,1941_038,18,-,-,5,Harry James & His Orchestra
1941,1941_039,14,-,1,2,Jimmy Dorsey & His Orchestra
1941,1941_040,11,-,-,5,Tony Martin
1941,1941_041,7,-,-,5,Woody Herman & His Orchestra
1941,1941_042,7,-,-,5,Will Bradley & His Orchestra
1941,1941_043,12,-,-,5,Dinah Shore
1941,1941_044,6,-,-,5,Hal Kemp & His Orchestra
1941,1941_045,2,-,-,5,Glenn Miller & His Orchestra
1941,1941_046,10,-,-,6,Eddy Duchin & His Orchestra
1941,1941_047,11,-,-,6,Bing Crosby
1941,1941_048,12,-,-,6,Kay Kyser & His Orchestra
1941,1941_049,15,-,2,1,Kay Kyser & His Orchestra
1941,1941_050,14,-,2,1,Guy Lombardo & His Royal Canadians
1941,1941_051,12,-,-,5,Bing Crosby
1941,1941_052,11,-,1,2,Artie Shaw & His Orchestra
1941,1941_053,11,-,4,1,Benny Goodman & His Orchestra (Vocal Louise Tobin)
1941,1941_054,10,-,-,5,Glenn Miller & His Orchestra
1941,1941_055,8,-,-,7,Horace Heidt & His Orchestra
1941,1941_056,13,-,-,7,Glenn Miller & His Orchestra
1941,1941_057,5,-,-,7,Glenn Miller & His Orchestra
1941,1941_058,11,-,-,7,Bing Crosby
1941,1941_059,11,-,-,7,Jimmy Dorsey & His Orchestra
1941,1941_060,9,-,-,3,Al Donahue & His Orchestra
1941,1941_061,13,-,1,1,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)
1941,1941_062,5,-,-,7,Tommy Dorsey & His Orchestra
1941,1941_063,9,-,-,7,Freddy Martin & His Orchestra
1941,1941_064,8,-,-,7,King Sisters
1941,1941_065,10,-,2,1,Jimmy Dorsey & His Orchestra
1941,1941_066,5,-,-,7,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)
1941,1941_067,18,-,-,8,Dick Jurgens & His Orchestra
1941,1941_068,14,-,-,3,Horace Heidt & His Orchestra
1941,1941_069,3,-,-,9,Artie Shaw & His Orchestra
1941,1941_070,3,-,-,9,Will Bradley & His Orchestra
1941,1941_071,10,-,-,9,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1941,1941_072,7,-,-,9,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)
1941,1941_073,5,-,-,9,Ella Fitzgerald
1941,1941_074,5,-,-,9,Harry James & His Orchestra
1941,1941_075,9,-,-,4,Gene Krupa & His Orchestra (Vocal Anita O'Day)
1941,1941_076,3,-,-,9,Tony Pastor & His Orchestra
1941,1941_077,2,-,-,9,Dinah Shore
1941,1941_078,6,-,-,10,Artie Shaw & His Orchestra
