"Artist","sum"
"Glenn Miller & His Orchestra",851.5
"Bing Crosby",847.308465608466
"Perry Como",446.982266767049
"Kay Kyser & His Orchestra",441
"Dinah Shore",401.861327561328
"Jimmy Dorsey & His Orchestra",400
"Sammy Kaye & His Orchestra",394.134757483895
"Vaughn Monroe & His Orchestra",383.567816091954
"Harry James & His Orchestra",376
"Frank Sinatra",369.57619047619
"Andrews Sisters",365.186507936508
"Guy Lombardo & His Royal Canadians",336.139985380117
"Freddy Martin & His Orchestra",294.125
"Dick Haymes",279.912121212121
"Tommy Dorsey & His Orchestra",271.457575757576
"Ink Spots",245.78373015873
"Mills Brothers",218.802777777778
"Eddy Howard & His Orchestra",213.45583196497
"Woody Herman & His Orchestra",193
"Jo Stafford",191.81187978688
"Russ Morgan & His Orchestra",182.97790346908
"Tommy Dorsey & His Orchestra (Vocal Frank Sinatra)",180
"Margaret Whiting",173.119298245614
"Bing Crosby & Andrews Sisters",166
"Dick Jurgens & His Orchestra",132
"Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers)",129
"Horace Heidt & His Orchestra",121
"Johnny Mercer",120
"Les Brown & His Orchestra (Vocal Doris Day)",117
"Art Mooney & His Orchestra",110.623362811317
"Artie Shaw & His Orchestra",105.5
"Louis Jordan & His Tympany Five",104.547619047619
"Sammy Kaye & His Orchestra (Vocal Don Cornell)",104.333333333333
"Frankie Laine",104.084482758621
"Evelyn Knight",103.28412200826
"Charlie Spivak & His Orchestra",102
"Glen Gray & Casa Loma Orchestra",96
"Peggy Lee",92.1727836433719
"Vic Damone",86.3791666666667
"Three Suns",86.1726190476191
"Andy Russell",84
"Paul Weston & His Orchestra",82.7126449275362
"Frankie Carle & His Orchestra",82.125
"Jo Stafford & Gordon MacRae",80.6813186813187
"Merry Macs",80
"King Cole Trio",79
"Gordon Jenkins & His Orchestra",78.8717948717949
"Helen Forrest & Dick Haymes",78
"Betty Hutton",77
"Jimmy Dorsey & His Orchestra (Vocal Bob Eberle & Helen O'connell)",77
"Tony Martin",76.1421568627451
"Buddy Clark",74.3316666666667
"Tony Pastor & His Orchestra",74.3127705627706
"Spike Jones & His City Slickers",74.2510683760684
"Alvino Rey & His Orchestra",72.5
"Bob Crosby & His Orchestra",72.0454545454545
"Tex Beneke & The Glenn Miller Orchestra",72
"Xavier Cugat & His Waldorf-Astoria Orchestra",71.537037037037
"Pied Pipers",71
"Sam Donahue & His Orchestra",70.5
"Ella Fitzgerald",68
"Doris Day",67.7147527910686
"Charlie Barnet & His Orchestra",66.5
"Blue Barron & His Orchestra",66.0955555555555
"Kate Smith",66
"Freddie Slack & His Orchestra",65
"Gene Krupa & His Orchestra",65
"Ted Weems & His Orchestra",64
"Johnny Long & His Orchestra",63.0526315789474
"Francis Craig & His Orchestra",62
"Erskine Hawkins & His Orchestra",60
"Ella Mae Morse",58
"Gordon MacRae",57.1714285714286
"Duke Ellington & His Famous Orchestra",57
"Orrin Tucker & His Orchestra",57
"Doris Day & Buddy Clark",56.0625
"Art Lund",52.0454545454545
"Ella Fitzgerald & Ink Spots",52
"Will Bradley & His Orchestra",52
"Jack Smith",51.8738418444301
"Mel Torme",51.4833333333333
"Benny Goodman & His Orchestra (Vocal Peggy Lee)",51
"Eddy Arnold",50.1729214340198
"Count Basie & His Orchestra",49
"Martha Tilton",48
"Frankie Carle & His Orchestra (Vocal Marjorie Hughes)",47
"King Sisters",47
"Peggy Lee (Dave Barbour Orchestra)",47
"Al Dexter & His Troopers",45
"Benny Goodman & His Orchestra (Vocal Helen Forrest)",45
"Mitchell Ayres & His Fashions in Music",45
"Eddy Duchin & His Orchestra",44.5
"Harmonicats",44
"Tommy Tucker & His Orchestra",43
"Hoagy Carmichael",42
"Stan Kenton & His Orchestra",42
"Pee Wee Hunt Orch",40
"Ray McKinley & His Orchestra",39.0526315789474
"Al Trace & His Orchestra",39
"Margaret Whiting & Jimmy Wakely",37.4083333333333
"Benny Goodman & His Orchestra",36
"Frankie Masters & His Orchestra",36
"Arthur Godfrey",35
"Harry James & His Orchestra (Vocal Dick Haymes)",35
"Lawrence Welk & His Orchestra",34.5
"Billy Eckstine",34.3544708994709
"Hal McIntyre & His Orchestra",34
"Les Brown & His Orchestra",33
"Wayne King & His Orchestra",32.5
"Abe Lyman & His California Orchestra",31
"Jon & Sandra Steele",31
"Bing Crosby & Trudy Erwin",30.5
"Connee Boswell",30
"Ken Griffin (Organ) (Vocal Jerry Wayne)",30
"Ken Griffin",28.5729442970822
"David Rose & His Orchestra",28.5
"Al Morgan",27.25
"Frank Sinatra (Harry James Orchestra)",27
"Tex Williams & The Western Caravan",27
"Sarah Vaughan",26.1983516483516
"Frankie Yankovic & His Yanks v Marlin Sisters",26.0833333333333
"Judy Garland",26
"Larry Green & His Orchestra",26
"Nat King Cole (Frank DeVol & His Orchestra)",26
"Kay Starr",25.2410714285714
"Al Jolson",25
"Bob Chester & His Orchestra",25
"Glenn Miller & His Orchestra (Vocal Ray Eberle)",25
"Phil Harris",25
"Ray Noble Orchestra (Vocal Buddy Clark)",25
